text,sentiment
"Hoping our #BigMonday rolls right into a #SuperTuesday   Lets go! #uefachampionsleague #UEFA #ChampionsLeague   Barca o1.5  1U Barca 1U 
",neutral
"1 hour! #UCL #UEFA #ChampionsLeague Round of 16 first leg match prediction between #Benfica &amp; #Dortmund #BENBVB   https://t.co/Ft8uhk3bps 
",neutral
"@ChampionsLeague absolute shit refereeing yet again
",negative
"""1-1 after 35 mins - two goals near misses plenty of talking points fair to say this one is living up to expectations #UCL ""
",neutral
"""Great stat showing how much more possession &amp; how many more passes Leverkusen have made yet Atletico 2-0 up. Clinical #UCL ""
",positive
"Goallllllllll ?? Mancity 1-0 Monaco #sterling  #ucl  #RepUrTeam #HelpingOthers #TeamnigeriaIntl& https://t.co/glewbIK0bc 
",positive
"This game could be anything tonight!#MCFCv #monaco 1-1 how was that not a penalty for Aguero? Pep learning #uefa doesn't like English clubs 
",positive
"2nd majorly wrong decision in this game - why isn't technology used? #UCL #MCFCASM https://t.co/QNOI9aLoTu 
",neutral
"I think I love Monaco. #MCIASM #ChampionsLeague 
",positive
"""#BVB will be without Mario Gotze against #HalaMadrid in the #UCL due to a """"minor knee complaint"""". https://t.co/cnhNixAO35 ""
",negative
"Top 10 Players with the Most Attempts Off Target in the #UCL https://t.co/RlO0sfJh10 https://t.co/bE4QeKXKtl 
",neutral
"Fernandinho is suspended tonight. Raheem Sterling will be suspended if booked. #UCL #CityvCeltic 
",neutral
"City 1-2 Monaco. Sidibe high into roof of net. Otamendi caught out #UCL 
",positive
"AS Monaco is the highest scoring team in the UCL. City in for a nightmare wit these niggas 
",positive
"110 goals this season. This game will have at least 5-6 goals #ManCity #monaco #UCL 
",neutral
"Come on Monaco ?? #UCL 
",positive
"so he's the real deal huh ? sign this kid up @realmadrid https://t.co/ALl7Ju9giX 
",positive
"Pep Guardiola should give a chance to Joe Hart ?? #UCL #ASM #mcfc 
",neutral
"Man. City's defensive play is really embarrassing 1-2 #UCL 
",positive
"Monaco have looked so good this season. #UCL
",negative
"""If it's Madrid against Madrid Madrid will always win. #ChampionsLeague ""
",positive
"""You know people say the #MadridDerby is too close to call. But I don't know I feel Madrid will definitely be in the final! #RMAATL #UCL ""
",neutral
"We lost by only scoring one goal in the first half! Should've been way more.. #RMAATL #HalaMadrid https://t.co/c7rYW9jcqb 
",negative
"Nuts honestly how ronaldo has over 100 ucl goals 
",neutral
"#halamadrid is now trending in #Montreal  https://t.co/uImMrbYRXT https://t.co/4cT7AYIU2E 
",neutral
"what a game and what a win .. very proud to be a #Madridista .. and of curse @Cristiano again d? #HalaMadrid #RoadToCardiff we are in #Final 
",positive
"it's the fourth year for #AtleticoMadrid to be eliminated from #UCL by @realmadriden ? 
",negative
"""Ronnie powering Real to UCL final bloke is on ? ""
",neutral
"Tomorrow we will know who will be facing @realmadriden in the #UCLfinal ?? 
",neutral
"...when you score so much that.. #halaMadrid ?#CR7 
",positive
"Is this again Ronaldo's year? #ChampionsLeague 
",neutral
"What happened to the #HotlineBling today @AntoGriezmann #HalaMadrid @realmadrid 3 @atletienglish 0 https://t.co/ulfBYGOjZn 
",neutral
"""Real Madrid always beat atletico by far the better side especially in UCL matches ""
",positive
"""Al pub con.. #FF #FinancePulseCheck #UCL #6 #London @ London United Kingdom https://t.co/QTUl0z0Vmh ""
",neutral
"""Cristiano Ronaldo scored a hatrick he knows now he needs to score and get them in bundles to get UCL Golden boot ""
",neutral
"Ronaldos UCL tally is now as impressive as ever with that hatrick. 
",positive
"GoodNight ?? @Atleti  #HalaMadrid https://t.co/84eSmmvV0i 
",positive
"Monaco are frightening in the final third #ChampionsLeague 
",neutral
"People love chatting shit about the Ligue 1 but PSG/Monaco doing bits and Ibra's scored more than any other prem player this season lol 
",positive
"Kylian Mbapp doing it on the biggest stage! One of the best young players in Europe no doubt. #ChampionsLeague 
",positive
"@bobbypearce_ them and psg will give everyone a massive run for their money 
",positive
"It's all fun and games till you realise it's 2 away goals for Monaco at half time in he etihad stadium ? #ChampionsLeague
",positive
"Highest scoring team in Europe prolly. They have 26 more goals then PSG son lmaooo https://t.co/mXfd3ZVMEZ 
",positive
"Goallllllllllll Mancity 1-1 Monaco #Falcao #ucl   #RepURTeam #HelpingOthers #Teamnigeriaus& https://t.co/290nO2wV7d 
",positive
"UEFA hate English clubs 
",negative
"PSG midfield is what killed us. Monaco plays a diff style. I also think lucho tried something too diff that game an& https://t.co/IwAAyPZYTj 
",negative
"Colchester looking liable to concede...  City 3-1 down on corners. ???  They have had at least 5 in their last 5 league and UCL homes games! 
",neutral
"""Y'all swear Ligue 1 but PSG beat Chelsea trashed Barca Monaco beat Arsenal and now schooling City. ""
",neutral
"They got trashed by both RM and Barcelona already. They gonna do madrids dirty work again https://t.co/vBCHYXqaBR 
",negative
"""Bloody hell! What a game! Monaco lucky but clinical. Mbappe Bernardo Sidibe Mendy and Bakayoko. Absolute quality. #MCFCASM #UCL ""
",positive
"Pep Guardiola is the man people thought would turn Arsenal into Barcelona  Instead he's turning Man City into Arsenal 
",positive
"Bring back @ChelseaFC @ManUtd and @LFC to the @ChampionsLeague. The current English teams are an embarrassment?? 
",neutral
"The @premierleague definitely do not deserve 4 teams in the @ChampionsLeague
",neutral
"Not sure what that @btsport team have been watching. Never a penalty! #MCIASM #UCL 
",neutral
"""I know most of you dislike the Europa League but I actually do like it. Not as flashy as UCL but a great competition entertaining always ""
",positive
"This is why City boo the UEFA anthem #cityvmonaco https://t.co/PG6iNuhsIe 
",neutral
"And worst fans award goes to...... @ManCity ?? #shitfans #emptyseats #ChampionsLeague #cityvmonaco #cowboys
",negative
"Is that the first time the man behind the goal has done anything ever? #MCIASM #UCL 
",neutral
"100% Penalty #UCL 
",neutral
"awful pen!! :o #ucl 
",negative
"""I'm not a Man City fan but they've had shocker refereeing decisions tonight #UCL #MCIASM ""
",neutral
"That was a pen imo. Correct decision. How weak though from Falcao! #MCIASM #UCL 
",positive
"""@UEFA @ChampionsLeague and you wonder why your anthem gets booed in manchester call the matches fair ffs! ""
",negative
"Justice. Awful decision by awful officials followed by awful penalty. #ChampionsLeague 
",neutral
"What an awful pen. #UCL 
",negative
"?A Man City keeper made a...save?#ChampionsLeague 
",neutral
"So none of the TSN channels are showing #ChampionsLeague but they are showing Curling???? oh Canada.... 
",neutral
"""Cracking tie so far ..  City a shambles in terms of structure and organization Monaco playing a refreshing style and without fear #UCL ""
",positive
"#AtleticoMadrid is having a training exhibition match today lol #ChampionsLeague 
",neutral
"Game tied  Goal by aguero ? #ChampionsLeague 
",neutral
"OMG that goalkeeping ?? Defo getting the School of Bad Keeping tonight #MCIASM #UCL 
",negative
"This Manchester City-Monaco #ChampionsLeague match is off the hook. Crazy! Unbelievable! 
",positive
"That Monaco keeper looks Man City material #ChampionsLeague
",neutral
"What a beauty from Falcao. Stones though ? This game is INSANE! #MCIASM #UCL 
",neutral
"""What. A. Game. #UCL Falcao what a finish!! ""
",neutral
"Absolutely disgraceful. If we don't score once and concede zero in the second half our UCL is over. 
",positive
"Still have faith in you guys @FCBarcelona ?d 
",positive
"What a half for Juventus. Bara honestly need to step up and start making some chances. 
",neutral
"Barcelona need to take the shackles off Neymar and let him be the footballer he is in yellow 
",negative
"Everybody is Trolling Jesse Lingard After Paulo Dybala's Goals Against Barcelona: https://t.co/CEAPGcBC6P https://t.co/scMkWlmVal 
",neutral
"Very impressed with Juventus so far. Iniesta should have scored but the home side have been by far the better side. Dybala ??#JuveFCB 
",negative
"What do stamps do on postcards? #halftimethoughts #juventus 
",neutral
"Watch: #Juventus' storming start vs. Barca rewarded with #Dybala brace https://t.co/UCafRseT1B @juventusfcen #forzajuve #finoallafine 
",neutral
"@Hedverse Are you watching this Juventus/Barcelona match? 
",neutral
"So impressed with Juventus. Iniesta should have scored but the home side are in complete control. What a player Dybala is ??#JuveBarca 
",neutral
"""Why does Barcelona need a way back into the tie why is it a disaster if they don't go threw? @btsportfootball ""
",negative
"So impressed with Juventus. Iniesta should have scored but the home side are in complete control. What a player Dybala is! ??#JuveFCB 
",positive
"Good to hear @RaeComm's voice on @FOXSoccer #UCL coverage. Important and quite calming updates over the phone from #Dortmund. 
",positive
"Positional superiority vs numerical disadvantage (6v8) on Juventus first goal. @ChampionsLeague game. @juventusfc v& https://t.co/C04VALhUg9 
",neutral
"Watching the Juventus vs Barcelona match over a late lunch!!& https://t.co/V7TGQQQzuf 
",neutral
"Barcelona could turn this around at #noucamp 
",positive
"""Neymar Will Miss El Clasico with Real Madrid After 3-Game Ban for Barcelona Red via @BleacherReport App: https://t.co/EcnEBhHQES ?? ",neutral
"""Juventus also has a better team than us. Allegri killin it so far but that has to be kept in mind ""
",positive
"LOOOOOOL truss me Barcelona wont comeback from this 
",neutral
"oh wow!!! :o #ucl can it happen again?? :o #comeback 
",positive
"""Don't get cocky about the game at home either barca fans. Don't compare PSG and Juve ? ""
",neutral
"Who the hell is Barcelonas defensive coach? Mark Hughes? 
",neutral
"FT @atletienglish 0-0 @bayer04_en (4-2 agg.)  The first-leg lead was enough for Simeone's men as they progress to t… https://t.co/eeP0QeePM0 
",neutral
"So just remind me who the only British representatives in the Chumps League are ?? #ChampionsLeague #LCFC 
",neutral
"""In insight maybe Spurs' defeats to #Monaco in the group stages weren't so bad... #UCL ""
",positive
"Get right in Monaco! #UCL 
",positive
"Leicester is the last English squad remaining in #ChampionsLeague Amazing 
",neutral
"Wtf are #lcfc the only English team left in the #ChampionsLeague 2017  ..little Leicester City???? #ucl… https://t.co/Iik1YQ44CR 
",positive
"Atletico Madrid through to the Last 8 after a goalless draw against Leverkusen to progress 4-2 on aggregate ? #UCL 
",neutral
"Monaco are through to the quarter finals of the #ChampionsLeague at the expense of Man City! Shocker! 
",positive
"It ends goalless but Atletico Madrid still progress to the Champions League QFs as 4-2 victors against Bayer Leverk… https://t.co/hO1ACmtvjY 
",neutral
"""But for Leicester City the so called 'best league in the world' wud have had no #UCL QF representative. #interesting ""
",positive
"Yes yes yes AS Monaco are through #UCL 
",positive
"Well here come the Man City/Pep haters! #UCL #MONMCI 
",neutral
"""Bravo #Monaco grosse performance !! #ASMMCI #ChampionsLeague ""
",positive
"Fair play @AS_Monaco_ES. Great result. You might just be right Mystic @Mikeyf1977! #UCL 
",neutral
"Congrats to @AS_Monaco did really deserve it #UCL 
",positive
"@LCFC PRIDE OF ENGLAND  DON'T LET US DOWN IN THE #UCL 
",positive
"FULL TIME: Monaco 3-1 Man City (6-6 agg.) Monaco go through on away goals! #UCL 
",positive
"Such a embarrassment in the #ChampionsLeague ?????? https://t.co/t3adZeOREq 
",negative
"Added bonus that City and Pep are out of the #UCL! #ASMMCI 
",neutral
"City out. #UCL #monacovcity 
",neutral
"At least City's scoreline was respectable #UCL 
",positive
"Yessss....Weldone @AS_Monaco_EN !!!!???#ASMMCI #UCL #ChampionsLeague 
",positive
"Congratulations @AS_Monaco! Well deserved win. #UCL 
",positive
"""Champions League results: Monaco 3-1 Manchester City (6-6 agg) Atletico Madrid 0-0 Bayer Leverkusen (4-2 agg) #UCL https://t.co/gzlaHDD4IM ""
",neutral
"Good bye @ManCity better luck next season #monacovcity #UCL #MonacoManchesterCity 
",neutral
"Any team letting 3 goals at home doesn't deserve to go through anyway. Congrats Monaco #ChampionsLeague 
",positive
"""Guardiola has spent a lot of money in the Summer yet has fallen out of the #UCL 2 rounds earlier than Pellegrini did ? #monacovcity ""
",negative
"The only English team in the quarterfinals of the Champions League is Leicester City #UCL 
",neutral
"Man City out of #UCL. Leicester City now the only English premier league team to go through. Wonders never cease! #lcfc #MCFC 
",positive
"And the season of disappointment rolls on for Man City. Blah. #ChampionsLeague 
",positive
"FT: Monaco 3-1 Man City. Pep Guardiola's 100th game as manager in Europe ends in defeat as his Man City side exit the #UCL #monacovcity 
",negative
"Wohoooo no chance of man city away now ! Only little old #LCFC  left in the #UCL who would of thought haha ! @GaryLineker @xxlovedoctorxx 
",positive
"Monaco are such a fantastic team to watch #UCL 
",positive
"FT! Manchester City crash out of the #UCL as Monaco knock them out! Embarrassing from Man City considering their first leg advantage! #MCFC 
",negative
"Spot the odd two out? #Barcelona #RealMadrid #Atletico #Juventus #Bayern #Dortmund #Monaco #Leicester... 
",neutral
"""FT Monaco 3-1 Man City 6-6 on agg Monaco go through on away goals. #UCL ""
",neutral
"Come back home ManCity... Join the gunners in the reign of the #16s ???  #UCL 
",neutral
"I can honestly say Monaco deserved to pass and earned that game! #UCL 
",positive
"Monaco to the quarterfinals. Well deserved. ? #UCL 
",positive
"Ultimately the 1st half was costly. 2nd half was better but overall very poor game from city. Congrats to Monaco. #ucl 
",negative
"When you're the only English team left in the Champions League...  #UCL #LCFC https://t.co/xdSd14aCYh 
",neutral
"Haha Guardiola your trophy days are over !!!   #UCL 
",neutral
"""FT: Monaco 3-1 Man City (6-6 agg Monaco win on away goals) #UCL https://t.co/HZC6Uy0lEe https://t.co/ClBn7H1fYR ""
",neutral
"Leicester left to wave the #bpl flag? I need to sleep over this. #ucl 
",neutral
"Big win for Monaco! #UCL 
",positive
"Hahaha City blew the lead against Monaco! Leicester is the only English team left #UCL 
",neutral
"@LCFC the only english team left in #ucl. Such an embarrassment to england ?? #LCFC 
",neutral
"""All goals are equal but some goals are more equal than others. #AwayGoals #UCL ""
",neutral
"@liamgallagher @ManCity Are knocked out of the #championsleague CD X 
",neutral
"And England's sole representative in the last 8 of the #championsleague is @LCFC #LCFC ???? 
",positive
"Aw SHAME MAN SHITY #UCL 
",neutral
"https://t.co/7WPILeH97X stunned! #MONMCI #ChampionsLeague 
",neutral
"""Fantastic performance from Monaco! ?? Richly deserved 3-1 victory 6-6 on aggregate through on away goals! Man City out awful display. #UCL ""
",positive
