,player_x,Pos,sf_id,wg_avg_mp,wg_avg_min,wg_avg_gls,wg_avg_asst,wg_avg_gls_asst,wg_avg_value,wg_avg_ovrl,wg_avg_pot,wg_avg_pac,wg_avg_sho,wg_avg_pas,wg_avg_dri,wg_avg_def,wg_avg_phy,wg_avg_titles,wg_avg_num_titles,wg_avg_views_titles,wg_avg_comments,wg_avg_num_comments,target
701,andrea raimondi,FW,203912,-0.90,226.87,-4.26,-3.76,-4.21,291666.36,22.25,25.44,34.11,20.70,15.06,25.67,5.59,17.93,0.69,27.51,50136.51,1.08,15.08,0
702,ousseynou cisse,"DF,MF",203930,22.49,1747.33,5.16,5.29,6.81,513333.58,44.85,47.85,37.27,22.81,27.33,29.61,45.09,55.34,0.70,23.72,100685.93,0.95,56.73,0
703,masahudu alhassan,"DF,MF",203976,16.70,1422.29,0.70,-3.29,0.80,1003334.44,43.17,51.05,54.83,28.45,38.73,40.97,42.45,40.83,0.50,1.78,2129.78,0.93,6.23,0
704,kostas fortounis,"FW,MF",203980,15.67,749.35,3.18,1.40,4.10,1866667.07,48.31,53.66,53.87,47.12,45.99,51.58,23.44,41.84,1.02,8.02,99122.85,1.57,26.78,0
705,christoph kramer,MF,204024,21.50,1766.83,1.52,0.34,2.36,5950001.80,51.22,55.38,47.35,33.83,46.50,49.59,49.40,51.18,0.83,25.43,5060659.25,0.94,181.22,0
706,javi bonilla,MF,204041,5.02,462.05,-3.76,0.00,-3.76,140000.00,19.13,22.07,25.46,8.83,16.66,20.94,17.84,16.86,0.95,4.47,6113.29,0.29,8.49,0
707,matteo legittimo,DF,204058,17.18,1260.30,0.23,4.23,4.46,157500.95,6.03,7.57,8.01,-0.13,4.94,5.38,6.25,8.01,0.63,8.44,10386.15,1.11,2.23,0
708,gerard badia,MF,204071,14.52,814.57,6.12,2.45,4.11,210000.70,43.69,46.28,52.47,40.44,41.60,45.09,18.90,38.75,0.58,2.58,68543.46,1.16,4.97,0
709,john brooks,DF,204082,16.74,1283.31,0.93,0.00,0.93,2333334.04,49.95,56.28,52.29,33.50,33.40,36.29,52.29,49.00,0.87,23.01,592546.12,0.97,178.33,0
710,christian bickel,MF,204101,16.74,1116.75,3.54,9.47,7.72,280000.25,44.15,49.43,45.99,42.25,42.54,46.69,19.43,39.32,0.71,12.71,34345.31,0.83,7.02,0
711,alex barrera,MF,204134,14.16,835.60,4.93,2.10,7.03,886668.06,43.87,48.08,30.75,30.77,39.29,36.67,38.46,50.63,0.75,18.88,113238.63,1.06,74.42,0
712,yannick stark,MF,204153,16.75,1368.13,1.27,-3.44,2.58,676666.36,47.61,51.55,49.30,40.86,44.55,44.36,46.45,53.93,0.63,9.32,134767.39,0.51,17.35,0
713,adam reach,"DF,FW",204215,17.80,1154.79,1.63,3.02,4.00,1341669.17,42.29,49.00,53.20,38.76,34.84,47.66,33.55,43.40,0.97,25.88,270172.91,1.03,81.45,0
714,thomas guerbert,MF,204238,14.11,982.99,0.48,1.37,3.17,1061665.87,46.43,50.84,50.89,43.18,47.19,46.25,31.61,44.66,0.75,16.25,380227.07,0.95,95.19,0
715,baptiste reynet,GK,204240,18.62,1652.87,0.00,0.00,0.00,1108333.20,49.22,52.01,50.40,45.43,46.65,52.99,30.10,48.75,0.68,25.31,121703.69,0.86,61.56,0
716,saido berahino,"FW,MF",204289,19.82,1156.13,6.58,0.34,6.98,4666684.96,46.62,54.07,56.03,47.81,37.68,47.51,19.76,40.37,0.86,23.59,947468.62,0.61,292.77,0
717,fede vico,"FW,MF",204346,14.59,818.16,0.09,-0.03,1.41,816666.32,47.40,54.60,54.60,39.95,44.22,51.10,30.78,32.86,0.56,24.45,504677.53,0.77,126.04,0
718,craig forsyth,"DF,MF",204353,16.33,1285.74,5.06,2.00,2.81,501667.87,45.99,48.31,45.50,43.62,43.15,44.58,44.97,48.73,0.75,24.56,74063.25,0.93,42.70,0
719,juan carlos,"FW,MF",204387,7.94,422.99,-3.06,1.40,-1.66,303334.88,44.85,50.44,42.89,37.86,44.37,47.65,26.60,30.78,0.73,14.47,2371161.49,1.13,261.41,0
720,andreas wiegel,"DF,FW",204388,16.06,993.11,3.25,2.83,4.80,221666.92,28.25,31.95,33.38,28.25,26.38,31.51,11.93,23.62,0.82,2.46,3176.72,0.88,3.96,0
721,george saville,MF,204412,12.40,736.54,5.16,0.47,5.63,431682.47,42.70,49.04,47.60,36.34,40.18,41.22,44.10,42.70,0.71,8.97,95589.72,1.07,65.62,0
722,pierre merkel,FW,204413,3.18,277.85,-3.66,0.47,-3.19,134166.22,6.47,7.35,5.38,6.47,4.29,5.16,0.89,7.79,0.83,8.72,83542.96,1.11,62.63,0
723,ben nugent,DF,204459,11.30,869.65,0.47,0.00,0.47,116681.41,42.73,50.40,40.06,23.80,24.29,21.44,44.80,47.19,0.86,24.10,106807.28,1.23,57.79,0
724,joe ralls,MF,204464,17.78,1096.97,5.76,5.52,7.29,221667.07,44.10,49.22,48.75,42.70,43.40,43.88,35.97,42.48,0.80,14.69,36894.96,0.74,47.65,0
725,dani nieto,"FW,MF",204474,14.01,670.53,-2.81,-3.77,-2.05,536667.07,47.61,51.10,59.95,42.91,42.04,49.42,17.41,38.48,0.76,22.83,1625817.95,0.57,28.63,0
726,cristian lobato,"FW,MF",204475,7.70,566.05,-4.04,-4.21,-3.34,839998.96,24.32,26.16,28.40,19.11,21.61,25.90,16.41,21.14,0.68,7.97,234961.81,1.14,34.75,0
727,rayan frikeche,"DF,MF",204481,16.73,1256.61,-3.54,4.23,0.69,513333.08,43.69,48.75,40.32,37.82,39.84,40.01,38.78,53.22,0.68,12.74,90521.75,0.72,54.54,0
728,maxime rousseau,MF,204482,-4.21,15.14,0.00,0.00,0.00,46652.11,5.81,7.79,10.22,3.43,5.60,7.79,1.31,2.79,0.70,0.34,2006.81,4.73,38.56,0
729,riyad mahrez,"FW,MF",204485,18.79,1252.56,2.33,2.43,5.06,3208335.66,47.20,50.93,57.18,43.49,43.06,51.64,17.05,32.92,0.82,22.20,3309979.06,0.84,313.12,1
730,gianmario comi,FW,204488,19.32,1075.08,3.91,1.17,5.18,618333.28,45.91,52.23,46.43,45.21,35.40,41.49,20.97,50.34,0.70,17.72,20610.33,0.95,4.95,0
731,alexander riemann,FW,204494,16.07,735.22,3.53,1.87,4.80,221666.80,6.91,8.67,11.11,6.91,6.03,7.57,0.48,6.91,0.71,12.52,375191.54,1.51,57.70,0
732,mario rui,"DF,MF",204614,19.70,1291.32,0.00,6.36,6.36,980000.99,46.80,52.96,61.12,31.79,41.88,46.98,44.47,39.95,0.67,26.27,1368192.06,0.68,52.97,0
733,alberto almici,DF,204616,8.88,742.85,0.00,-4.24,-4.24,385000.42,44.29,51.30,53.46,25.27,37.05,31.77,43.33,53.90,0.70,15.96,15198.29,0.26,2.09,0
734,michele pellizzer,DF,204633,23.59,2059.61,0.93,-4.12,0.45,396667.27,45.95,51.27,53.64,26.98,26.98,29.85,46.65,49.26,0.74,6.07,7499.76,1.30,4.93,0
735,julian derstroff,"FW,MF",204637,13.30,516.84,7.41,0.00,7.41,244999.40,7.35,9.55,9.11,6.91,5.81,8.23,-1.72,5.38,0.70,3.03,12753.75,1.01,8.52,0
736,willi orban,DF,204638,16.69,1226.86,2.83,0.00,2.83,898334.82,46.78,50.26,39.66,22.66,31.09,30.28,46.98,47.99,0.74,12.08,31481.33,1.21,15.68,1
737,luis gustavo ledes,MF,204676,9.98,692.84,0.23,0.23,0.47,863332.98,45.28,52.02,49.00,39.90,46.94,46.90,35.05,42.31,0.61,4.84,245009.34,0.75,179.95,0
738,will packwood,"DF,MF",204686,1.88,253.93,0.00,0.00,0.00,69985.70,43.22,52.69,49.20,35.27,35.75,34.08,42.52,49.70,0.91,15.03,103474.05,1.33,58.39,0
739,carlos exposito,DF,204696,-4.12,8.89,0.00,0.00,0.00,69986.05,20.47,24.09,25.90,16.86,18.66,21.83,18.21,20.66,0.72,10.72,29675.84,1.10,12.24,0
740,tono,"DF,MF",204757,3.14,308.33,0.00,0.00,0.00,420002.34,38.94,42.50,45.59,28.62,37.53,40.15,38.21,36.52,0.94,20.82,5429457.50,0.47,361.87,0
741,alvaro vega,DF,204764,-3.54,53.26,0.00,0.00,0.00,93334.28,20.02,22.95,22.73,7.07,14.83,12.82,20.92,19.57,0.72,19.58,733689.10,0.41,25.87,0
742,toni leistner,DF,204776,6.59,316.30,0.00,0.00,0.00,350001.39,43.03,46.24,46.20,25.69,35.32,36.72,42.33,49.56,0.70,2.93,12669.45,0.28,5.38,0
743,joan angel roman,"FW,MF",204778,13.39,508.02,2.42,1.52,3.40,641666.42,45.10,50.40,49.89,37.34,46.98,48.30,31.83,33.33,0.69,7.97,24723.23,1.09,33.87,0
744,sergio diaz,DF,204795,-3.79,124.68,0.00,0.00,0.00,23347.29,20.00,24.95,27.04,6.63,16.41,18.66,19.77,20.48,0.71,17.97,2036352.10,1.36,137.13,0
745,todd kane,"DF,MF",204847,13.40,1042.11,5.06,1.53,2.59,408349.03,45.25,51.80,51.47,28.90,37.05,44.80,45.24,43.62,0.79,17.16,5229336.01,1.04,944.24,0
746,cristian fernandez,FW,204858,14.79,894.83,-3.89,-3.54,-3.28,209999.40,44.80,46.91,58.80,40.60,38.50,44.10,20.59,44.59,0.69,15.53,2645021.76,0.09,243.85,0
747,benjamin mendy,DF,204884,19.98,1673.83,0.23,2.81,3.05,2916667.69,48.63,55.30,55.99,24.03,38.64,41.81,47.73,51.88,0.70,22.40,1068636.32,1.03,162.36,1
748,prince-desir gouano,DF,204886,13.78,931.89,0.00,0.00,0.00,606668.52,43.35,51.69,45.06,17.97,28.77,28.38,43.39,48.19,0.70,6.59,5489.98,-0.04,8.63,0
749,jonathan millieras,GK,204891,-1.14,493.37,0.00,0.00,0.00,338332.19,42.45,46.65,42.45,43.15,41.75,41.75,32.20,42.45,0.70,-2.83,10513.80,-0.05,5.02,0
750,miguel alberto garcia diaz,MF,204958,4.49,287.34,0.00,0.00,0.00,116667.87,5.81,8.23,9.11,3.43,4.08,7.13,-1.14,1.52,0.85,6.83,25403.27,1.77,12.37,0
751,remi biancardini,"FW,MF",204982,-1.72,165.75,-3.76,0.00,-3.76,169151.51,5.16,8.01,9.33,5.38,4.73,6.03,-0.74,4.29,0.61,2.55,16809.50,1.50,1.59,0
752,maxime tarasconi,MF,204989,-2.29,125.14,0.00,-3.76,-3.76,58318.59,6.47,7.57,8.67,4.94,4.29,8.67,0.69,5.60,0.59,1.54,6212.46,-3.64,0.93,0
753,mamadou kone,FW,204992,19.78,1151.65,3.97,1.66,5.87,513333.33,44.63,49.45,60.68,43.65,25.69,45.61,18.01,50.88,0.75,18.79,204830.33,0.74,35.28,0
754,sebastian maier,MF,205044,12.78,551.58,5.99,6.11,7.95,373334.07,44.37,52.06,54.60,40.19,42.73,48.10,19.40,40.60,0.84,25.82,261495.62,1.06,34.08,0
755,rhys mccabe,MF,205053,3.63,373.97,-3.76,-3.76,-4.12,349999.34,44.06,48.89,53.20,37.85,44.50,46.64,36.88,48.48,0.86,20.91,299348.45,1.28,80.50,0
756,filip kiss,"DF,MF",205073,14.04,798.93,1.40,5.29,6.69,285833.14,43.88,46.42,39.45,33.11,40.40,42.99,41.75,47.66,0.93,23.89,70721.20,-0.01,96.88,0
757,faycal fajr,MF,205083,23.21,1819.30,1.85,5.35,8.03,1353334.48,49.54,53.01,48.87,44.43,49.75,51.42,32.45,43.21,0.80,20.64,89411.22,0.83,58.19,0
758,wilson kamavuaka,"DF,MF",205085,11.17,941.51,-3.06,0.23,-2.83,408333.58,45.94,48.74,47.60,28.70,40.35,39.90,45.01,51.55,0.70,3.99,22324.39,1.01,4.22,0
759,miguel angel maza,MF,205092,15.08,910.50,4.23,0.00,4.23,75832.48,20.91,26.13,26.37,16.00,20.03,22.06,6.20,16.41,0.69,25.58,845430.51,0.99,192.73,0
760,bjarne thoelke,DF,205096,10.11,687.93,4.23,0.23,4.46,174999.40,44.55,50.09,37.95,22.40,31.50,39.20,43.85,47.35,0.70,-3.89,163.99,0.64,4.57,0
761,jordi cesar,DF,205126,-4.21,53.48,0.00,-3.76,-3.76,58333.68,41.33,47.13,43.69,30.55,33.28,32.71,39.25,49.21,0.74,16.10,1121307.93,0.85,268.87,0
762,antonio meola,DF,205152,0.79,58.81,-3.76,4.23,0.47,99167.52,40.12,45.71,44.85,17.53,30.74,37.07,39.87,45.43,0.95,6.94,10222742.66,0.70,44.70,0
763,rachid alioui,FW,205188,8.21,293.72,-3.29,0.23,-3.06,326667.27,43.29,47.64,46.94,44.43,25.27,41.65,19.21,47.64,0.79,11.12,59882.97,1.17,28.08,0
764,baissama sankoh,"DF,MF",205190,6.34,456.17,0.00,0.00,0.00,373334.18,42.09,48.75,45.06,20.98,31.30,39.34,43.55,45.13,0.70,5.06,5849.82,1.08,6.46,0
765,karim rekik,DF,205193,9.56,659.69,4.23,0.00,4.23,2333334.13,51.10,58.08,50.85,26.60,38.50,41.30,50.89,53.18,0.94,6.92,253919.48,1.09,204.60,0
766,teddy kayombo,DF,205213,-3.76,-3.76,0.00,0.00,0.00,23319.38,4.94,7.13,4.73,-2.10,-0.74,0.48,4.29,8.45,0.70,0.23,64.63,0.61,46.54,0
767,ahmed akaichi,FW,205234,12.51,781.92,10.41,7.04,12.74,595000.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,13.79,33888.57,1.27,22.47,0
768,molla wague,DF,205243,12.00,1086.53,1.17,-3.76,1.05,490000.60,46.09,51.14,43.15,20.65,28.74,28.13,47.25,49.40,0.71,10.50,87024.57,0.90,45.55,0
769,kevin boli,DF,205256,18.43,1519.95,0.34,4.23,1.17,501667.46,42.23,45.47,45.53,23.80,30.24,28.32,42.26,47.82,0.68,5.03,448831.90,-0.30,3.05,0
770,naim sliti,"FW,MF",205257,12.01,883.76,-2.83,-2.59,-2.02,536667.81,29.73,34.56,32.50,29.21,25.71,32.74,16.02,27.46,0.74,3.25,35362.71,-0.39,5.37,0
771,jason buaillon,"DF,MF",205326,-1.02,402.86,0.00,-4.21,-4.21,256666.42,20.02,24.49,22.28,13.02,19.57,19.11,19.57,22.28,0.11,2.19,15030.79,1.06,13.36,0
772,massire kante,MF,205328,-2.36,237.81,-4.24,0.00,-4.24,198333.18,5.38,7.57,6.03,3.43,5.81,4.29,5.60,8.89,0.58,2.46,961074.42,0.65,40.55,0
773,zhang jiaqi,MF,205331,1.59,267.72,-3.76,0.00,-3.76,163333.58,6.47,8.67,6.69,3.43,5.81,5.60,5.81,9.33,0.70,4.62,22819.55,1.21,11.27,0
774,anthony derouard,FW,205332,-2.10,143.47,-4.12,0.00,-4.12,104985.10,27.78,32.84,32.42,28.47,27.53,27.59,26.60,30.58,0.70,3.05,6588.43,4.83,51.73,0
775,anthony koura,FW,205334,16.19,752.50,8.01,6.12,9.33,233333.93,42.33,49.91,54.34,42.50,32.90,42.99,20.30,34.45,0.70,16.06,44127.94,0.98,28.34,0
776,massimo luongo,MF,205347,15.37,1190.96,7.17,5.29,8.12,1750017.15,44.43,50.27,50.02,38.00,43.22,46.10,36.72,48.35,0.81,14.73,142594.14,0.95,117.69,0
777,alex pritchard,"FW,MF",205351,22.04,1588.25,10.34,5.05,10.11,1866684.01,46.02,52.98,52.28,42.29,45.54,49.02,27.81,33.98,0.87,28.13,299744.09,0.77,235.75,0
778,matteo bianchetti,DF,205363,5.60,347.27,0.00,0.00,0.00,886666.96,45.99,54.79,40.02,27.57,28.85,34.03,46.95,48.35,0.75,23.40,39927.57,0.49,8.80,0
779,donovan leon,GK,205377,12.12,1059.08,0.00,0.00,0.00,548333.39,46.69,51.89,49.04,41.61,46.20,51.38,33.60,45.98,0.86,23.18,141761.24,0.93,101.66,0
780,soualiho meite,"DF,MF",205391,9.99,445.85,-3.76,0.00,-3.76,1108333.33,46.50,54.81,49.75,35.80,43.22,45.54,41.83,52.53,0.70,5.03,29127.95,1.14,16.79,0
781,raphael calvet,DF,205392,-3.76,13.12,0.00,0.00,0.00,105000.00,40.38,50.50,35.60,26.60,25.90,30.10,39.90,47.86,0.77,-0.49,10540.72,0.77,54.32,0
782,luca martinelli,DF,205406,11.70,898.70,-3.53,0.70,0.57,128333.08,44.55,48.75,38.25,19.20,24.16,25.64,45.25,49.70,0.78,33.65,1042631.05,0.56,50.48,0
783,daniele baselli,MF,205407,19.85,1275.43,1.30,1.28,2.33,2660001.71,48.90,56.28,50.84,38.38,49.41,49.38,41.27,48.82,0.72,30.35,132106.24,1.19,42.78,0
784,samuel de los reyes,DF,205419,7.48,697.91,0.00,0.23,0.23,420000.44,42.23,48.30,49.91,17.34,30.10,37.82,40.83,49.00,0.77,22.05,575063.31,1.05,28.67,0
785,mason bennett,"FW,MF",205481,5.66,154.27,4.23,0.00,4.23,466667.02,42.70,56.00,51.80,39.90,38.50,46.20,27.11,40.72,0.76,26.53,118494.43,1.16,46.63,0
786,adam henley,DF,205485,11.12,903.09,4.23,0.47,1.30,431666.32,45.21,52.26,51.22,24.50,39.15,44.14,45.17,46.15,1.00,13.08,44425.00,0.65,36.64,0
787,jorginho,MF,205498,18.63,1509.01,-2.49,-3.42,-1.92,6883334.01,52.08,58.12,55.30,44.37,53.74,53.04,44.10,45.33,0.62,15.15,1402713.09,1.02,79.52,1
788,luigi falcone,"FW,MF",205519,13.22,583.81,2.35,0.00,2.35,221666.26,42.90,48.26,54.67,41.05,36.85,43.85,17.53,40.57,0.68,15.18,75269.02,1.48,3.76,0
789,mario paglialunga,MF,205522,11.72,891.80,-3.53,5.64,2.11,536666.80,47.35,50.85,44.07,41.08,47.38,45.27,37.80,51.17,0.75,9.78,20703.42,0.74,4.49,0
790,daniele gragnoli,FW,205526,-4.24,0.48,0.00,0.00,0.00,58332.73,5.16,8.23,9.11,4.94,2.37,4.94,-0.74,4.08,0.82,1.76,833.32,1.12,11.61,0
791,luca antei,DF,205529,8.66,606.12,0.00,0.23,0.23,980001.99,46.77,52.96,42.22,23.18,29.53,31.52,48.21,48.79,0.66,11.76,26747.42,0.98,5.62,0
792,mirko pigliacelli,GK,205530,11.54,821.45,0.00,0.00,0.00,256667.27,44.14,52.03,43.69,42.29,39.49,48.58,30.80,44.55,0.73,22.94,18553.81,1.18,5.33,0
793,vedran celjak,DF,205546,-3.07,69.40,0.00,0.00,0.00,140000.00,5.38,8.23,8.89,-0.34,3.22,4.08,5.16,6.69,0.95,6.66,2035.05,1.36,4.94,0
794,nicola bellomo,MF,205548,13.70,1100.62,1.15,-3.92,2.29,1143333.28,48.09,55.02,52.09,44.32,48.33,50.19,37.55,44.11,0.81,32.53,138898.64,1.08,34.13,0
795,luca ceppitelli,DF,205553,22.99,1995.29,-2.81,-4.12,-2.64,933334.83,47.02,52.06,39.94,25.50,24.29,26.98,48.44,51.61,0.70,32.96,106762.44,1.09,22.56,0
796,nouha dicko,"FW,MF",205559,6.74,273.28,2.64,0.47,3.13,583349.63,47.38,52.53,61.16,45.76,38.28,49.70,23.10,43.75,0.73,19.80,96637.96,1.19,78.72,0
797,anthony forde,"DF,FW",205582,5.10,127.65,0.00,0.00,0.00,175000.00,44.28,47.99,51.59,38.25,42.19,47.03,22.40,35.05,0.70,7.70,10974.46,0.97,6.56,0
798,luis hernandez,DF,205590,23.45,1925.69,0.23,2.11,2.35,793334.73,47.18,50.44,52.74,32.26,43.89,41.08,45.82,51.35,0.66,16.53,16749762.31,0.51,403.45,0
799,lucas ocampos,"FW,MF",205632,18.20,784.58,1.14,-3.89,1.49,6183333.18,51.16,56.45,55.78,48.13,50.03,53.90,35.00,44.37,0.77,14.32,195287.46,0.88,97.28,1
800,lenny nangis,"FW,MF",205641,15.72,871.38,2.59,5.29,3.64,1166668.06,45.80,49.04,54.89,43.62,40.86,47.65,18.02,35.48,1.10,9.01,67251.99,0.96,34.88,0
801,souleymane coulibaly,FW,205653,9.58,532.95,3.76,4.23,4.10,384999.28,44.13,54.37,51.10,44.61,31.75,46.45,17.57,44.80,0.66,22.27,430362.69,1.10,203.42,0
802,moussa kone,MF,205654,17.11,1231.52,0.25,0.23,0.48,466666.92,47.63,51.59,51.43,41.80,44.31,48.35,39.87,52.02,0.67,20.56,64400.74,1.60,6.05,0
803,alessio cragno,GK,205659,12.41,967.68,0.00,0.00,0.00,933334.64,46.06,53.71,49.14,43.89,38.20,51.94,27.30,41.82,0.82,21.04,574080.72,0.80,19.60,1
804,massimiliano busellato,MF,205663,20.68,1187.36,5.29,4.23,5.87,618333.49,44.10,52.42,52.28,36.15,44.55,47.35,34.75,44.44,0.60,7.45,5875.43,0.78,16.88,0
805,dwight gayle,FW,205670,18.70,1400.72,7.16,-3.32,8.80,2041668.12,47.92,50.96,58.62,47.47,35.95,48.10,18.25,39.25,0.71,25.15,226683.32,-0.18,79.65,0
806,hugo rodriguez,MF,205683,17.84,1273.22,0.23,0.23,0.47,256667.27,40.54,45.80,47.85,28.81,40.69,42.09,31.06,31.93,0.78,19.47,11304014.41,1.12,238.50,0
807,teji savanier,"FW,MF",205686,19.75,1375.66,1.75,2.83,3.77,280000.00,42.97,45.99,51.89,38.03,40.41,45.51,25.69,30.32,1.35,1.27,1529.78,1.42,48.88,0
808,giuseppe de luca,FW,205687,10.84,356.19,6.59,5.06,7.41,2006666.42,48.03,53.34,61.32,46.42,42.88,52.91,19.65,37.57,0.71,30.95,321245.38,1.08,36.42,0
809,loris damonte,MF,205688,4.58,728.03,-3.89,0.47,-3.42,314999.69,20.27,24.09,23.42,18.66,20.47,20.92,15.62,21.86,0.63,5.97,5723.24,4.79,8.42,0
810,jordan galtier,MF,205690,-4.12,33.52,0.00,0.00,0.00,23319.38,5.38,7.35,6.47,1.52,5.60,3.65,5.81,3.65,0.73,9.28,251333.92,0.69,66.49,0
811,raffaele pucino,DF,205691,15.81,1318.30,-4.12,0.47,-0.01,373333.18,43.85,46.90,45.54,26.12,37.25,41.26,42.45,44.37,0.81,20.39,33188.36,1.21,6.24,0
812,ousmane n'diaye,DF,205692,18.68,1250.00,4.23,0.00,4.23,280000.00,42.52,50.15,45.16,20.62,30.16,23.95,41.59,53.28,0.63,15.45,56802.73,0.74,14.54,0
813,sebastien haller,FW,205693,11.01,624.75,-3.19,-4.12,-3.32,1283334.67,44.17,53.67,51.00,44.84,31.07,38.35,18.91,42.35,0.67,15.27,155270.05,0.94,60.27,1
814,miguel banuz,GK,205703,-4.02,57.72,0.00,0.00,0.00,128331.78,42.73,46.94,43.43,39.23,40.63,46.23,30.80,42.03,0.70,0.47,91.23,1.21,61.07,0
815,adriano louzada,MF,205706,-1.89,81.00,0.00,0.00,0.00,99167.27,20.91,23.41,28.00,19.32,18.43,20.92,7.95,21.40,0.70,2.81,5232.28,0.38,6.00,0
816,nadir minotti,MF,205715,13.94,885.55,-3.29,0.00,-3.29,525000.06,43.21,50.82,47.38,35.86,43.18,46.90,27.86,48.79,0.80,15.16,7580.34,0.43,2.14,0
817,alessandro longhi,DF,205720,19.87,1705.15,-3.53,0.34,0.45,1096666.73,46.21,48.53,50.84,33.77,41.17,44.40,43.63,51.80,0.68,32.24,94970.81,0.74,15.81,0
818,ivan lanni,GK,205724,24.95,2226.21,0.00,0.00,0.00,198333.49,4.51,5.60,5.60,3.43,4.73,6.25,-0.94,3.22,0.82,7.41,9846.49,0.86,-2.74,0
819,gaston brugman,"FW,MF",205726,15.80,1112.77,5.99,0.34,2.68,723334.35,46.65,52.30,49.00,40.99,46.99,48.75,25.94,38.11,0.71,23.82,17678.39,0.10,4.77,0
820,irakli shekiladze,FW,205728,1.01,36.43,0.00,-3.76,-3.76,81666.32,19.84,23.43,34.12,17.99,13.89,19.03,4.85,17.36,0.70,1.76,809.33,0.47,1.39,0
821,manuel pucciarelli,"FW,MF",205735,21.32,1091.01,4.19,1.40,4.93,1353335.46,45.49,49.62,54.97,43.13,40.18,48.74,20.42,39.09,0.73,23.28,69452.58,1.03,6.53,0
822,martin sourzac,GK,205747,1.39,120.79,0.00,0.00,0.00,233332.73,44.80,47.60,45.50,45.50,40.60,46.90,38.50,44.10,-3.59,0.58,18065.21,1.09,40.46,0
823,edgar salli,"FW,MF",205753,10.53,470.89,1.17,1.87,3.03,594999.84,47.38,53.90,60.41,44.10,43.40,53.64,19.10,27.58,0.61,9.45,80362.76,-0.34,43.49,0
824,jordan fauque,DF,205836,-2.83,270.34,0.00,0.00,0.00,58318.59,6.03,7.79,7.13,-0.34,3.86,3.43,5.81,6.69,0.70,-3.17,14335.54,0.55,108.62,0
825,leonardo pavoletti,FW,205850,17.08,1190.81,5.40,-3.07,7.06,1796667.97,47.86,52.50,47.12,46.68,30.18,44.14,19.83,48.73,0.73,30.57,294313.06,0.70,38.19,0
826,emeric dudouit,"DF,MF",205862,8.17,353.00,0.00,0.00,0.00,163333.53,38.97,45.24,35.00,21.70,33.67,28.00,40.38,49.26,0.70,4.08,21803.83,1.04,10.57,0
827,jairo samperio,"FW,MF",205869,19.36,1188.32,2.34,1.28,4.35,1925000.28,49.04,54.18,54.58,42.95,45.17,51.80,21.76,30.59,0.70,20.98,93740.97,1.21,67.26,0
828,daniel sotres,GK,205871,3.06,840.83,0.00,0.00,0.00,350000.00,44.59,49.70,51.10,39.34,48.47,53.41,41.30,33.40,0.63,5.89,9299.82,0.34,1.27,0
829,mitch hancox,"DF,MF",205877,1.16,546.78,0.00,0.23,0.23,221666.82,42.96,51.06,51.31,38.98,37.15,40.86,40.16,51.57,0.83,17.91,366792.01,0.91,128.77,0
830,nathaniel chalobah,"DF,MF",205897,12.29,1009.87,-3.98,0.00,-3.98,2333333.93,47.82,58.06,52.50,33.50,42.50,47.41,45.98,49.49,0.88,23.05,2030131.64,0.97,199.30,0
831,stefan ristovski,"DF,MF",205965,16.57,1309.94,0.47,0.47,0.93,653334.21,42.01,47.75,54.38,18.20,34.80,42.99,41.75,46.23,0.55,12.28,43991.09,1.05,14.34,0
832,damjan djokovic,MF,205983,21.08,1546.77,0.67,0.22,1.95,443334.18,45.02,49.59,45.50,36.62,45.72,45.24,38.72,49.04,0.66,6.11,49917.91,0.72,17.02,0
833,hilaire momi,FW,206008,10.60,393.33,2.80,-4.12,-1.32,245000.35,6.47,8.45,8.45,7.13,2.79,4.29,-0.34,4.94,0.76,2.54,4359.66,0.83,48.15,0
834,matteo d'alessandro,DF,206027,-1.87,208.07,0.00,-4.26,-4.26,110832.13,29.40,31.44,37.33,22.87,27.07,29.40,25.67,28.00,0.72,14.14,13955.37,0.78,6.84,0
835,eddy silvestre,MF,206035,12.06,861.86,0.47,0.47,0.93,233334.13,44.44,52.32,48.82,38.81,40.01,47.16,41.20,52.17,0.64,13.93,14143.68,1.08,8.65,0
836,raman chibsah,MF,206109,11.52,686.52,-4.12,-4.12,-4.26,1446667.00,46.25,52.27,52.27,36.15,43.89,46.97,41.87,47.60,0.73,6.10,15694.23,0.61,6.08,0
837,yannick m'bone,"DF,MF",206139,19.14,1495.40,0.23,0.23,0.47,105000.00,20.91,23.17,19.74,15.49,18.65,19.33,21.36,25.22,0.70,0.70,1753.76,0.70,46.72,0
838,hector canteros,MF,206154,17.23,1227.53,1.40,2.58,3.89,1703335.25,26.61,28.86,24.83,23.21,27.50,24.79,23.69,25.48,0.64,5.43,17487.46,0.56,10.15,0
839,marco romizi,MF,206156,21.14,1336.32,0.93,0.00,0.93,513333.93,44.90,49.49,50.93,37.86,43.24,44.87,36.98,45.43,0.76,17.94,37737.81,1.19,11.46,0
840,stefano sabelli,"DF,MF",206159,22.69,1782.62,5.06,0.70,2.11,711667.71,44.40,52.77,50.98,26.20,35.54,39.34,44.37,46.61,0.72,20.45,57811.11,1.21,15.84,0
